ay 	Aymara 	ltr 	Aymar 	en:Aymara language 	
pbg 			Paraujano 	Individual 	Extinct
pbh 			E'ñapa Woromaipu 	Individual 	Living
pbi 			Parkwa 	Individual 	Living
pbl 			Mak (Nigeria) 	Individual 	Living
pbm 			Puebla Mazatec 	Individual 	Living
pbn 			Kpasam 	Individual 	Living
pbo 			Papel 	Individual 	Living
pbp 			Badyara 	Individual 	Living
pbr 			Pangwa 	Individual 	Living
pbs 			Central Pame 	Individual 	Living
pbt 			Southern Pashto 	Individual 	Living
pbu 			Northern Pashto 	Individual 	Living
pbv 			Pnar 	Individual 	Living
pby 			Pyu (Papua New Guinea) 	Individual 	Living
pca 			Santa Inés Ahuatempan Popoloca 	Individual 	Living
pcb 			Pear 	Individual 	Living
pcc 			Bouyei 	Individual 	Living
pcd 			Picard 	Individual 	Living
pce 			Ruching Palaung 	Individual 	Living
pcf 			Paliyan 	Individual 	Living
pcg 			Paniya 	Individual 	Living
pch 			Pardhan 	Individual 	Living
pci 			Duruwa 	Individual 	Living
pcj 			Parenga 	Individual 	Living
pck 			Paite Chin 	Individual 	Living
pcl 			Pardhi 	Individual 	Living
pcm 			Nigerian Pidgin 	Individual 	Living
pcn 			Piti 	Individual 	Living
pcp 			Pacahuara 	Individual 	Living
pcw 			Pyapun 	Individual 	Living
pda 			Anam 	Individual 	Living
pdc 			Pennsylvania German 	Individual 	Living
pdi 			Pa Di 	Individual 	Living
pdn 			Fedan, Podena 	Individual 	Living
pdo 			Padoe 	Individual 	Living
pdt 			Plautdietsch 	Individual 	Living
pdu 			Kayan 	Individual 	Living
pea 			Peranakan Indonesian 	Individual 	Living
peb 			Eastern Pomo 	Individual 	Extinct
ped 			Mala (Papua New Guinea) 	Individual 	Living
pee 			Taje 	Individual 	Living
pef 			Northeastern Pomo 	Individual 	Extinct
peg 			Pengo 	Individual 	Living
peh 			Bonan 	Individual 	Living
pei 			Chichimeca-Jonaz 	Individual 	Living
pej 			Northern Pomo 	Individual 	Extinct
pek 			Penchal 	Individual 	Living
pel 			Pekal 	Individual 	Living
pem 			Phende 	Individual 	Living
peo 	peo 		Old Persian (ca. 600-400 B.C.) 	Individual 	Historical
pep 			Kunja 	Individual 	Living
peq 			Southern Pomo 	Individual 	Living
fas 	639-2/T: fas
639-2/B: per 	fa 	Persian 	Macrolanguage 	Living
pes 			Iranian Persian 	Individual 	Living
pev 			Pémono 	Individual 	Living
pex 			Petats 	Individual 	Living
pey 			Petjo 	Individual 	Living
pez 			Eastern Penan 	Individual 	Living
pfa 			Pááfang 	Individual 	Living
pfe 			Peere, Pere 	Individual 	Living
pfl 			Pfaelzisch 	Individual 	Living
pga 			Sudanese Creole Arabic 	Individual 	Living
pgd 			Gāndhārī 	Individual 	Historical
pgg 			Pangwali 	Individual 	Living
pgi 			Pagi 	Individual 	Living
pgk 			Rerep 	Individual 	Living
pgl 			Primitive Irish 	Individual 	Ancient
pgn 			Paelignian 	Individual 	Ancient
pgs 			Pangseng 	Individual 	Living
pgu 			Pagu 	Individual 	Living
pgz 			Papua New Guinean Sign Language 	Individual 	Living
pha 			Pa-Hng 	Individual 	Living
phd 			Phudagi 	Individual 	Living
phg 			Phuong 	Individual 	Living
phh 			Phukha 	Individual 	Living
	phi 		Philippine languages 	Collective 	Geographic
phk 			Phake 	Individual 	Living
phl 			Palula, Phalura 	Individual 	Living
phm 			Phimbi 	Individual 	Living
phn 	phn 		Phoenician 	Individual 	Ancient
pho 			Phunoi 	Individual 	Living
phq 			Phana' 	Individual 	Living
phr 			Pahari-Potwari 	Individual 	Living
pht 			Phu Thai 	Individual 	Living
phu 			Phuan 	Individual 	Living
phv 			Pahlavani 	Individual 	Living
phw 			Phangduwali 	Individual 	Living
pia 			Pima Bajo 	Individual 	Living
pib 			Yine 	Individual 	Living
pic 			Pinji 	Individual 	Living
pid 			Piaroa 	Individual 	Living
pie 			Piro 	Individual 	Extinct
pif 			Pingelapese 	Individual 	Living
pig 			Pisabo 	Individual 	Living
pih 			Pitcairn-Norfolk 	Individual 	Living
pii 			Pini 	Individual 	Living
pij 			Pijao 	Individual 	Extinct
pil 			Yom 	Individual 	Living
pim 			Powhatan 	Individual 	Extinct
pin 			Piame 	Individual 	Living
pio 			Piapoco 	Individual 	Living
pip 			Pero 	Individual 	Living
pir 			Piratapuyo 	Individual 	Living
pis 			Pijin 	Individual 	Living
pit 			Pitta Pitta 	Individual 	Extinct
piu 			Pintupi-Luritja 	Individual 	Living
piv 			Pileni, Vaeakau-Taumako 	Individual 	Living
piw 			Pimbwe 	Individual 	Living
pix 			Piu 	Individual 	Living
piy 			Piya-Kwonci 	Individual 	Living
piz 			Pije 	Individual 	Living
pjt 			Pitjantjatjara 	Individual 	Living
pka 			Ardhamāgadhī Prākrit 	Individual 	Historical
pkb 			Kipfokomo, Pokomo 	Individual 	Living
pkc 			Paekche 	Individual 	Ancient
pkg 			Pak-Tong 	Individual 	Living
pkh 			Pankhu 	Individual 	Living
pkn 			Pakanha 	Individual 	Living
pko 			Pökoot 	Individual 	Living
pkp 			Pukapuka 	Individual 	Living
pkr 			Attapady Kurumba 	Individual 	Living
pks 			Pakistan Sign Language 	Individual 	Living
pkt 			Maleng 	Individual 	Living
pku 			Paku 	Individual 	Living
pla 			Miani 	Individual 	Living
plb 			Polonombauk 	Individual 	Living
plc 			Central Palawano 	Individual 	Living
pld 			Polari 	Individual 	Living
ple 			Palu'e 	Individual 	Living
	plf 		Central Malayo-Polynesian languages 	Collective 	Genetic
plg 			Pilagá 	Individual 	Living
plh 			Paulohi 	Individual 	Living
pli 	pli 	pi 	Pali 	Individual 	Ancient
plj 			Polci 	Individual 	Living
plk 			Kohistani Shina 	Individual 	Living
pll 			Shwe Palaung 	Individual 	Living
pln 			Palenquero 	Individual 	Living
plo 			Oluta Popoluca 	Individual 	Living
plq 			Palaic 	Individual 	Ancient
plr 			Palaka Senoufo 	Individual 	Living
pls 			San Marcos Tlacoyalco Popoloca, San Marcos Tlalcoyalco Popoloca 	Individual 	Living
plt 			Plateau Malagasy 	Individual 	Living
plu 			Palikúr 	Individual 	Living
plv 			Southwest Palawano 	Individual 	Living
plw 			Brooke's Point Palawano 	Individual 	Living
ply 			Bolyu 	Individual 	Living
plz 			Paluan 	Individual 	Living
pma 			Paama 	Individual 	Living
pmb 			Pambia 	Individual 	Living
pmd 			Pallanganmiddang 	Individual 	Extinct
pme 			Pwaamei 	Individual 	Living
pmf 			Pamona 	Individual 	Living
pmh 			Māhārāṣṭri Prākrit 	Individual 	Historical
pmi 			Northern Pumi 	Individual 	Living
pmj 			Southern Pumi 	Individual 	Living
pmk 			Pamlico 	Individual 	Extinct
pml 			Lingua Franca 	Individual 	Extinct
pmm 			Pomo 	Individual 	Living
pmn 			Pam 	Individual 	Living
pmo 			Pom 	Individual 	Living
pmq 			Northern Pame 	Individual 	Living
pmr 			Paynamar 	Individual 	Living
pms 			Piemontese 	Individual 	Living
pmt 			Tuamotuan 	Individual 	Living
pmw 			Plains Miwok 	Individual 	Living
pmx 			Poumei Naga 	Individual 	Living
pmy 			Papuan Malay 	Individual 	Living
pmz 			Southern Pame 	Individual 	Extinct
pna 			Punan Bah-Biau 	Individual 	Living
pnb 			Western Panjabi 	Individual 	Living
pnc 			Pannei 	Individual 	Living
pnd 			Mpinda 	Individual 	Living
pne 			Western Penan 	Individual 	Living
png 			Pangu, Pongu 	Individual 	Living
pnh 			Penrhyn 	Individual 	Living
pni 			Aoheng 	Individual 	Living
pnj 			Pinjarup 	Individual 	Extinct
pnk 			Paunaka 	Individual 	Living
pnl 			Paleni 	Individual 	Living
pnm 			Punan Batu 1 	Individual 	Living
pnn 			Pinai-Hagahai 	Individual 	Living
pno 			Panobo 	Individual 	Extinct
pnp 			Pancana 	Individual 	Living
pnq 			Pana (Burkina Faso) 	Individual 	Living
pnr 			Panim 	Individual 	Living
pns 			Ponosakan 	Individual 	Living
pnt 			Pontic 	Individual 	Living
pnu 			Jiongnai Bunu 	Individual 	Living
pnv 			Pinigura 	Individual 	Living
pnw 			Banyjima, Panytyima 	Individual 	Living
pnx 			Phong-Kniang 	Individual 	Living
pny 			Pinyin 	Individual 	Living
pnz 			Pana (Central African Republic) 	Individual 	Living
poc 			Poqomam 	Individual 	Living
poe 			San Juan Atzingo Popoloca 	Individual 	Living
pof 			Poke 	Individual 	Living
pog 			Potiguára 	Individual 	Extinct
poh 			Poqomchi' 	Individual 	Living
poi 			Highland Popoluca 	Individual 	Living
pok 			Pokangá 	Individual 	Living
pol 	pol 	pl 	Polish 	Individual 	Living
pom 			Southeastern Pomo 	Individual 	Living
pon 	pon 		Pohnpeian 	Individual 	Living
poo 			Central Pomo 	Individual 	Extinct
pop 			Pwapwâ 	Individual 	Living
poq 			Texistepec Popoluca 	Individual 	Living
por 	por 	pt 	Portuguese 	Individual 	Living
pos 			Sayula Popoluca 	Individual 	Living
pot 			Potawatomi 	Individual 	Living
pov 			Upper Guinea Crioulo 	Individual 	Living
pow 			San Felipe Otlaltepec Popoloca 	Individual 	Living
pox 			Polabian 	Individual 	Extinct
poy 			Pogolo 	Individual 	Living
	poz 		Malayo-Polynesian languages 	Collective 	Genetic
ppe 			Papi 	Individual 	Living
ppi 			Paipai 	Individual 	Living
ppk 			Uma 	Individual 	Living
ppl 			Nicarao, Pipil 	Individual 	Living
ppm 			Papuma 	Individual 	Living
ppn 			Papapana 	Individual 	Living
ppo 			Folopa 	Individual 	Living
ppp 			Pelende 	Individual 	Living
ppq 			Pei 	Individual 	Living
pps 			San Luís Temalacayuca Popoloca 	Individual 	Living
ppt 			Pare 	Individual 	Living
ppu 			Papora 	Individual 	Extinct
pqa 			Pa'a 	Individual 	Living
pqe 		Eastern Malayo-Polynesian languages 	Collective 	Genetic
pqm 			Malecite-Passamaquoddy 	Individual 	Living
pqw 		Western Malayo-Polynesian languages 	Collective 	Genetic
pra 		Prakrit languages 	Collective 	Genetic, Ancient
prc 			Parachi 	Individual 	Living
prd 			Parsi-Dari 	Individual 	Living
pre 			Principense 	Individual 	Living
prf 			Paranan 	Individual 	Living
prg 			Prussian 	Individual 	Living
prh 			Porohanon 	Individual 	Living
pri 			Paicî 	Individual 	Living
prk 			Parauk 	Individual 	Living
prl 			Peruvian Sign Language 	Individual 	Living
prm 			Kibiri 	Individual 	Living
prn 			Prasuni 	Individual 	Living
pro 	pro 		Old Occitan (to 1500), Old Provençal (to 1500) 	Individual 	Historical
prp 			Parsi 	Individual 	Living
prq 			Ashéninka Perené 	Individual 	Living
prr 			Puri 	Individual 	Extinct
prs 			Afghan Persian, Dari 	Individual 	Living
prt 			Phai 	Individual 	Living
pru 			Puragi 	Individual 	Living
prw 			Parawen 	Individual 	Living
prx 			Purik 	Individual 	Living
prz 			Providencia Sign Language 	Individual 	Living
psa 			Asue Awyu 	Individual 	Living
psc 			Persian Sign Language 	Individual 	Living
psd 			Plains Indian Sign Language 	Individual 	Living
pse 			Central Malay 	Individual 	Living
psg 			Penang Sign Language 	Individual 	Living
psh 			Southwest Pashai, Southwest Pashayi 	Individual 	Living
psi 			Southeast Pashai, Southeast Pashayi 	Individual 	Living
psl 			Puerto Rican Sign Language 	Individual 	Living
psm 			Pauserna 	Individual 	Extinct
psn 			Panasuan 	Individual 	Living
pso 			Polish Sign Language 	Individual 	Living
psp 			Philippine Sign Language 	Individual 	Living
psq 			Pasi 	Individual 	Living
psr 			Portuguese Sign Language 	Individual 	Living
pss 			Kaulong 	Individual 	Living
pst 			Central Pashto 	Individual 	Living
psu 			Sauraseni Prākrit 	Individual 	Historical 

maw 			Mampruli 	Individual 	Living
max 			North Moluccan Malay 	Individual 	Living
msa 	639-2/T: msa
639-2/B: may 	ms 	Malay (macrolanguage) 	Macrolanguage 	Living
maz 			Central Mazahua 	Individual 	Living
mba 			Higaonon 	Individual 	Living
mbb 			Western Bukidnon Manobo 	Individual 	Living
mbc 			Macushi 	Individual 	Living
mbd 			Dibabawon Manobo 	Individual 	Living
mbe 			Molale 	Individual 	Extinct
mbf 			Baba Malay 	Individual 	Living
mbh 			Mangseng 	Individual 	Living
mbi 			Ilianen Manobo 	Individual 	Living
mbj 			Nadëb 	Individual 	Living
mbk 			Malol 	Individual 	Living
mbl 			Maxakalí 	Individual 	Living
mbm 			Ombamba 	Individual 	Living
mbn 			Macaguán 	Individual 	Living
mbo 			Mbo (Cameroon) 	Individual 	Living
mbp 			Malayo 	Individual 	Living
mbq 			Maisin 	Individual 	Living
mbr 			Nukak Makú 	Individual 	Living
mbs 			Sarangani Manobo 	Individual 	Living
mbt 			Matigsalug Manobo 	Individual 	Living
mbu 			Mbula-Bwazza 	Individual 	Living
mbv 			Mbulungish 	Individual 	Living
mbw 			Maring 	Individual 	Living
mbx 			Mari (East Sepik Province) 	Individual 	Living
mby 			Memoni 	Individual 	Living
mbz 			Amoltepec Mixtec 	Individual 	Living
mca 			Maca 	Individual 	Living
mcb 			Machiguenga 	Individual 	Living
mcc 			Bitur 	Individual 	Living
mcd 			Sharanahua 	Individual 	Living
mce 			Itundujia Mixtec 	Individual 	Living
mcf 			Matsés 	Individual 	Living
mcg 			Mapoyo 	Individual 	Living
mch 			Maquiritari 	Individual 	Living
mci 			Mese 	Individual 	Living
mcj 			Mvanip 	Individual 	Living
mck 			Mbunda 	Individual 	Living
mcl 			Macaguaje 	Individual 	Extinct
mcm 			Malaccan Creole Portuguese 	Individual 	Living
mcn 			Masana 	Individual 	Living
mco 			Coatlán Mixe 	Individual 	Living
mcp 			Makaa 	Individual 	Living
mcq 			Ese 	Individual 	Living
mcr 			Menya 	Individual 	Living
mcs 			Mambai 	Individual 	Living
mct 			Mengisa 	Individual 	Living
mcu 			Cameroon Mambila 	Individual 	Living
mcv 			Minanibai 	Individual 	Living
mcw 			Mawa (Chad) 	Individual 	Living
mcx 			Mpiemo 	Individual 	Living
mcy 			South Watut 	Individual 	Living
mcz 			Mawan 	Individual 	Living
mda 			Mada (Nigeria) 	Individual 	Living
mdb 			Morigi 	Individual 	Living
mdc 			Male (Papua New Guinea) 	Individual 	Living
mdd 			Mbum 	Individual 	Living
mde 			Maba (Chad) 	Individual 	Living
mdf 	mdf 		Moksha 	Individual 	Living
mdg 			Massalat 	Individual 	Living
mdh 			Maguindanaon 	Individual 	Living
mdi 			Mamvu 	Individual 	Living
mdj 			Mangbetu 	Individual 	Living
mdk 			Mangbutu 	Individual 	Living
mdl 			Maltese Sign Language 	Individual 	Living
mdm 			Mayogo 	Individual 	Living
mdn 			Mbati 	Individual 	Living
mdp 			Mbala 	Individual 	Living
mdq 			Mbole 	Individual 	Living
mdr 	mdr 		Mandar 	Individual 	Living
mds 			Maria (Papua New Guinea) 	Individual 	Living
mdt 			Mbere 	Individual 	Living
mdu 			Mboko 	Individual 	Living
mdv 			Santa Lucía Monteverde Mixtec 	Individual 	Living
mdw 			Mbosi 	Individual 	Living
mdx 			Dizin 	Individual 	Living
mdy 			Male (Ethiopia) 	Individual 	Living
mdz 			Suruí Do Pará 	Individual 	Living
mea 			Menka 	Individual 	Living
meb 			Ikobi 	Individual 	Living
mec 			Mara, Marra 	Individual 	Living
med 			Melpa 	Individual 	Living
mee 			Mengen 	Individual 	Living
mef 			Megam 	Individual 	Living
meh 			Southwestern Tlaxiaco Mixtec 	Individual 	Living
mei 			Midob 	Individual 	Living
mej 			Meyah 	Individual 	Living
mek 			Mekeo 	Individual 	Living
mel 			Central Melanau 	Individual 	Living 
psw 			Port Sandwich 	Individual 	Living
psy 			Piscataway 	Individual 	Extinct
pta 			Pai Tavytera 	Individual 	Living
pth 			Pataxó Hã-Ha-Hãe 	Individual 	Extinct
pti 			Pindiini, Pintiini, Wangkatha 	Individual 	Living
ptn 			Patani 	Individual 	Living
pto 			Zo'é 	Individual 	Living
ptp 			Patep 	Individual 	Living
ptq 			Pattapu 	Individual 	Living
ptr 			Piamatsina 	Individual 	Living
ptt 			Enrekang 	Individual 	Living
ptu 			Bambam 	Individual 	Living
ptv 			Port Vato 	Individual 	Living
ptw 			Pentlatch 	Individual 	Extinct
pty 			Pathiya 	Individual 	Living
pua 			Western Highland Purepecha 	Individual 	Living
pub 			Purum 	Individual 	Living
puc 			Punan Merap 	Individual 	Living
pud 			Punan Aput 	Individual 	Living
pue 			Puelche 	Individual 	Extinct
puf 			Punan Merah 	Individual 	Living
pug 			Phuie 	Individual 	Living
pui 			Puinave 	Individual 	Living
puj 			Punan Tubu 	Individual 	Living
pum 			Puma 	Individual 	Living
puo 			Puoc 	Individual 	Living
pup 			Pulabu 	Individual 	Living
puq 			Puquina 	Individual 	Extinct
pur 			Puruborá 	Individual 	Living
pus 	pus 	ps 	Pashto, Pushto 	Macrolanguage 	Living
put 			Putoh 	Individual 	Living
puu 			Punu 	Individual 	Living
puw 			Puluwatese 	Individual 	Living
pux 			Puare 	Individual 	Living
puy 			Purisimeño 	Individual 	Extinct
pwa 			Pawaia 	Individual 	Living
pwb 			Panawa 	Individual 	Living
pwg 			Gapapaiwa 	Individual 	Living
pwi 			Patwin 	Individual 	Extinct
pwm 			Molbog 	Individual 	Living
pwn 			Paiwan 	Individual 	Living
pwo 			Pwo Western Karen 	Individual 	Living
pwr 			Powari 	Individual 	Living
pww 			Pwo Northern Karen 	Individual 	Living
pxm 			Quetzaltepec Mixe 	Individual 	Living
pye 			Pye Krumen 	Individual 	Living
pym 			Fyam 	Individual 	Living
pyn 			Poyanáwa 	Individual 	Living
pys 			Lengua de Señas del Paraguay, Paraguayan Sign Language 	Individual 	Living
pyu 			Puyuma 	Individual 	Living
pyx 			Pyu (Myanmar) 	Individual 	Ancient
pyy 			Pyen 	Individual 	Living
pzn 			Para Naga 	Individual 	Living 
qaa 	qaa 	Reserved for local use 	Local 	
qab 	qab 	Reserved for local use 	Local 	
qac 	qac 	Reserved for local use 	Local 	
qad 	qad 	Reserved for local use 	Local 	
qae 	qae 	Reserved for local use 	Local 	
qaf 	qaf 	Reserved for local use 	Local 	
qag 	qag 	Reserved for local use 	Local 	
qah 	qah 	Reserved for local use 	Local 	
qai 	qai 	Reserved for local use 	Local 	
qaj 	qaj 	Reserved for local use 	Local 	
qak 	qak 	Reserved for local use 	Local 	
qal 	qal 	Reserved for local use 	Local 	
qam 	qam 	Reserved for local use 	Local 	
qan 	qan 	Reserved for local use 	Local 	
qao 	qao 	Reserved for local use 	Local 	
qap 	qap 	Reserved for local use 	Local 	
qaq 	qaq 	Reserved for local use 	Local 	
qar 	qar 	Reserved for local use 	Local 	
qas 	qas 	Reserved for local use 	Local 	
qat 	qat 	Reserved for local use 	Local 	
qau 	qau 	Reserved for local use 	Local 	
qav 	qav 	Reserved for local use 	Local 	
qaw 	qaw 	Reserved for local use 	Local 	
qax 	qax 	Reserved for local use 	Local 	
qay 	qay 	Reserved for local use 	Local 	
qaz 	qaz 	Reserved for local use 	Local 	
qba 	qba 	Reserved for local use 	Local 	
qbb 	qbb 	Reserved for local use 	Local 	
qbc 	qbc 	Reserved for local use 	Local 	
qbd 	qbd 	Reserved for local use 	Local 	
qbe 	qbe 	Reserved for local use 	Local 	
qbf 	qbf 	Reserved for local use 	Local 	
qbg 	qbg 	Reserved for local use 	Local 	
qbh 	qbh 	Reserved for local use 	Local 	
qbi 	qbi 	Reserved for local use 	Local 	
qbj 	qbj 	Reserved for local use 	Local 	
qbk 	qbk 	Reserved for local use 	Local 	
qbl 	qbl 	Reserved for local use 	Local 	
qbm 	qbm 	Reserved for local use 	Local 	
qbn 	qbn 	Reserved for local use 	Local 	
qbo 	qbo 	Reserved for local use 	Local 	
qbp 	qbp 	Reserved for local use 	Local 	
qbq 	qbq 	Reserved for local use 	Local 	
qbr 	qbr 	Reserved for local use 	Local 	
qbs 	qbs 	Reserved for local use 	Local 	
qbt 	qbt 	Reserved for local use 	Local 	
qbu 	qbu 	Reserved for local use 	Local 	
qbv 	qbv 	Reserved for local use 	Local 	
qbw 	qbw 	Reserved for local use 	Local 	
qbx 	qbx 	Reserved for local use 	Local 	
qby 	qby 	Reserved for local use 	Local 	
qbz 	qbz 	Reserved for local use 	Local 	
qca 	qca 	Reserved for local use 	Local 	
qcb 	qcb 	Reserved for local use 	Local 	
qcc 	qcc 	Reserved for local use 	Local 	
qcd 	qcd 	Reserved for local use 	Local 	
qce 	qce 	Reserved for local use 	Local 	
qcf 	qcf 	Reserved for local use 	Local 	
qcg 	qcg 	Reserved for local use 	Local 	
qch 	qch 	Reserved for local use 	Local 	
qci 	qci 	Reserved for local use 	Local 	
qcj 	qcj 	Reserved for local use 	Local 	
qck 	qck 	Reserved for local use 	Local 	
qcl 	qcl 	Reserved for local use 	Local 	
qcm 	qcm 	Reserved for local use 	Local 	
qcn 	qcn 	Reserved for local use 	Local 	
qco 	qco 	Reserved for local use 	Local 	
qcp 	qcp 	Reserved for local use 	Local 	
qcq 	qcq 	Reserved for local use 	Local 	
qcr 	qcr 	Reserved for local use 	Local 	
qcs 	qcs 	Reserved for local use 	Local 	
qct 	qct 	Reserved for local use 	Local 	
qcu 	qcu 	Reserved for local use 	Local 	
qcv 	qcv 	Reserved for local use 	Local 	
qcw 	qcw 	Reserved for local use 	Local 	
qcx 	qcx 	Reserved for local use 	Local 	
qcy 	qcy 	Reserved for local use 	Local 	
qcz 	qcz 	Reserved for local use 	Local 	
qda 	qda 	Reserved for local use 	Local 	
qdb 	qdb 	Reserved for local use 	Local 	
qdc 	qdc 	Reserved for local use 	Local 	
qdd 	qdd 	Reserved for local use 	Local 	
qde 	qde 	Reserved for local use 	Local 	
qdf 	qdf 	Reserved for local use 	Local 	
qdg 	qdg 	Reserved for local use 	Local 	
qdh 	qdh 	Reserved for local use 	Local 	
qdi 	qdi 	Reserved for local use 	Local 	
qdj 	qdj 	Reserved for local use 	Local 	
qdk 	qdk 	Reserved for local use 	Local 	
qdl 	qdl 	Reserved for local use 	Local 	
qdm 	qdm 	Reserved for local use 	Local 	
qdn 	qdn 	Reserved for local use 	Local 	
qdo 	qdo 	Reserved for local use 	Local 	
qdp 	qdp 	Reserved for local use 	Local 	
